locus_tag	ftype	length_bp	gene	EC_number	COG	product
BPPMDLJL_07215	CDS	486	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
BPPMDLJL_07216	CDS	273	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
BPPMDLJL_07217	CDS	858	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
BPPMDLJL_07218	CDS	465				hypothetical protein
BPPMDLJL_07219	CDS	1422				hypothetical protein
BPPMDLJL_07220	CDS	1095			COG1253	putative protein
BPPMDLJL_07221	CDS	1863				hypothetical protein
BPPMDLJL_07222	CDS	654				hypothetical protein
BPPMDLJL_07223	CDS	999				hypothetical protein
BPPMDLJL_07224	CDS	1455				hypothetical protein
BPPMDLJL_07225	CDS	1353				hypothetical protein
BPPMDLJL_07226	CDS	141				hypothetical protein
BPPMDLJL_07227	CDS	636				hypothetical protein
BPPMDLJL_07228	CDS	1284	chtA_2	3.2.1.14		Chitinase 63
BPPMDLJL_07229	CDS	1173	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
BPPMDLJL_07230	CDS	429				hypothetical protein
BPPMDLJL_07231	CDS	441	lrp_2		COG1522	Leucine-responsive regulatory protein
BPPMDLJL_07232	CDS	1623	hutI_2	3.5.2.7		Imidazolonepropionase
BPPMDLJL_07233	CDS	798		2.4.1.54		Undecaprenyl-phosphate mannosyltransferase
BPPMDLJL_07234	CDS	573				hypothetical protein
BPPMDLJL_07235	CDS	375	rbpA_2			RNA polymerase-binding protein RbpA
BPPMDLJL_07236	CDS	1347				hypothetical protein
BPPMDLJL_07237	CDS	768	glpQ_5	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
BPPMDLJL_07238	CDS	666				hypothetical protein
BPPMDLJL_07239	CDS	1500	hisC_5	2.6.1.9		Histidinol-phosphate aminotransferase
BPPMDLJL_07240	CDS	1668				hypothetical protein
BPPMDLJL_07241	CDS	195				hypothetical protein
BPPMDLJL_07242	CDS	393				hypothetical protein
BPPMDLJL_07243	CDS	1419				hypothetical protein
BPPMDLJL_07244	CDS	1164	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
BPPMDLJL_07245	CDS	1209	pimC	2.4.1.-		GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol dimannoside mannosyltransferase
BPPMDLJL_07246	CDS	855				hypothetical protein
BPPMDLJL_07247	CDS	870	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
BPPMDLJL_07248	CDS	618				hypothetical protein
BPPMDLJL_07249	CDS	753	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
BPPMDLJL_07250	CDS	825		4.2.1.-	COG4336	Putative hydro-lyase
BPPMDLJL_07251	CDS	1320	yjhB			Putative metabolite transport protein YjhB
BPPMDLJL_07252	CDS	702	gntR_3			putative D-xylose utilization operon transcriptional repressor
BPPMDLJL_07253	CDS	1518				hypothetical protein
BPPMDLJL_07254	CDS	879				hypothetical protein
BPPMDLJL_07255	CDS	4701				hypothetical protein
BPPMDLJL_07256	CDS	1551	codA_3	1.1.3.17		Choline oxidase
BPPMDLJL_07257	CDS	1569				hypothetical protein
BPPMDLJL_07258	CDS	1461	gbsA_4	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
BPPMDLJL_07259	CDS	1149	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
BPPMDLJL_07260	CDS	1155	soxA	1.5.3.1		Monomeric sarcosine oxidase
BPPMDLJL_07261	CDS	2457	dmg	1.5.3.10		Dimethylglycine oxidase
BPPMDLJL_07262	CDS	627	gloC_2	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
BPPMDLJL_07263	CDS	1086		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
BPPMDLJL_07264	CDS	831	kdgR		COG1414	Transcriptional regulator KdgR
BPPMDLJL_07265	CDS	321	hcaC_2		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
BPPMDLJL_07266	CDS	159				hypothetical protein
BPPMDLJL_07267	CDS	1242	ddmA1_5	1.18.1.3		Dicamba O-demethylase 1, ferredoxin reductase component
BPPMDLJL_07268	CDS	618				hypothetical protein
BPPMDLJL_07269	CDS	2883				hypothetical protein
BPPMDLJL_07270	CDS	441				hypothetical protein
BPPMDLJL_07271	CDS	396				hypothetical protein
BPPMDLJL_07272	CDS	3615				hypothetical protein
BPPMDLJL_07273	CDS	606				hypothetical protein
BPPMDLJL_07274	CDS	1524	glpK_2	2.7.1.30	COG0554	Glycerol kinase
BPPMDLJL_07275	CDS	750	glpF_2		COG0580	putative glycerol uptake facilitator protein
BPPMDLJL_07276	CDS	1614				hypothetical protein
BPPMDLJL_07277	CDS	1191				hypothetical protein
BPPMDLJL_07278	CDS	447				hypothetical protein
BPPMDLJL_07279	CDS	537				hypothetical protein
BPPMDLJL_07280	CDS	2367				hypothetical protein
BPPMDLJL_07281	CDS	1968	acsA_4	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BPPMDLJL_07282	CDS	1320	ptsJ_1		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
BPPMDLJL_07283	CDS	1275				hypothetical protein
BPPMDLJL_07284	CDS	894				hypothetical protein
BPPMDLJL_07285	CDS	1671	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
BPPMDLJL_07286	CDS	450	crr			PTS system glucose-specific EIIA component
BPPMDLJL_07287	rRNA	1523				16S ribosomal RNA
BPPMDLJL_07288	rRNA	3118				23S ribosomal RNA
BPPMDLJL_07289	rRNA	111				5S ribosomal RNA
BPPMDLJL_07290	CDS	609	pgsA2_2	2.7.8.41	COG0558	Putative cardiolipin synthase
BPPMDLJL_07291	CDS	2496	cugP_4	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
BPPMDLJL_07292	CDS	837				hypothetical protein
BPPMDLJL_07293	CDS	333				hypothetical protein
BPPMDLJL_07294	CDS	867				hypothetical protein
BPPMDLJL_07295	CDS	537				hypothetical protein
BPPMDLJL_07296	CDS	756			COG0789	putative HTH-type transcriptional regulator
BPPMDLJL_07297	CDS	474			COG1259	putative protein
BPPMDLJL_07298	CDS	636			COG0789	putative HTH-type transcriptional regulator
BPPMDLJL_07299	CDS	1677	dinB	2.7.7.7		DNA polymerase IV
BPPMDLJL_07300	CDS	372				hypothetical protein
BPPMDLJL_07301	CDS	2886	gcvP	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating)
BPPMDLJL_07302	CDS	285				hypothetical protein
BPPMDLJL_07303	CDS	585				hypothetical protein
BPPMDLJL_07304	CDS	1518				hypothetical protein
BPPMDLJL_07305	CDS	1764				putative protein
BPPMDLJL_07306	CDS	780				hypothetical protein
BPPMDLJL_07307	CDS	819	yddE	5.1.-.-	COG0384	putative isomerase YddE
BPPMDLJL_07308	CDS	384				hypothetical protein
BPPMDLJL_07309	CDS	429				Toxin
BPPMDLJL_07310	CDS	669				hypothetical protein
BPPMDLJL_07311	CDS	1008				hypothetical protein
BPPMDLJL_07312	CDS	993				hypothetical protein
BPPMDLJL_07313	CDS	690				hypothetical protein
BPPMDLJL_07314	CDS	1266	ptsJ_2		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
BPPMDLJL_07315	CDS	936				hypothetical protein
BPPMDLJL_07316	CDS	903	oxyR_3			Hydrogen peroxide-inducible genes activator
BPPMDLJL_07317	CDS	468				hypothetical protein
BPPMDLJL_07318	CDS	651	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
BPPMDLJL_07319	CDS	492	petC_4	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
BPPMDLJL_07320	CDS	756				hypothetical protein
BPPMDLJL_07321	CDS	384				hypothetical protein
BPPMDLJL_07322	CDS	762	novJ	1.1.1.-		Short-chain reductase protein NovJ
BPPMDLJL_07323	CDS	762	fabG_10	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BPPMDLJL_07324	CDS	1581	ddpA_5		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
BPPMDLJL_07325	CDS	684	ung_2	3.2.2.27	COG0692	Uracil-DNA glycosylase
BPPMDLJL_07326	CDS	594				hypothetical protein
BPPMDLJL_07327	CDS	465				hypothetical protein
BPPMDLJL_07328	CDS	513				hypothetical protein
BPPMDLJL_07329	CDS	906	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
BPPMDLJL_07330	CDS	1575	lnt_2	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
BPPMDLJL_07331	CDS	498				putative protein
BPPMDLJL_07332	CDS	1116				hypothetical protein
BPPMDLJL_07333	CDS	843				hypothetical protein
BPPMDLJL_07334	CDS	138				hypothetical protein
BPPMDLJL_07335	CDS	300				hypothetical protein
BPPMDLJL_07336	CDS	180				hypothetical protein
BPPMDLJL_07337	CDS	876	uppP_2	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
BPPMDLJL_07338	CDS	1428	iolG_4	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BPPMDLJL_07339	CDS	936				hypothetical protein
BPPMDLJL_07340	CDS	765				hypothetical protein
BPPMDLJL_07341	CDS	471			COG1733	putative HTH-type transcriptional regulator
BPPMDLJL_07342	CDS	1170	fadA_14	2.3.1.-	COG0183	Putative acyltransferase
BPPMDLJL_07343	CDS	810				hypothetical protein
BPPMDLJL_07344	CDS	114				hypothetical protein
BPPMDLJL_07345	CDS	1173	tuf_2		COG0050	Elongation factor Tu
BPPMDLJL_07346	CDS	828				hypothetical protein
BPPMDLJL_07347	CDS	1344				hypothetical protein
BPPMDLJL_07348	CDS	1041				hypothetical protein
BPPMDLJL_07349	CDS	969				hypothetical protein
BPPMDLJL_07350	CDS	462				hypothetical protein
BPPMDLJL_07351	CDS	546				hypothetical protein
BPPMDLJL_07352	CDS	1635	mctC_5		COG4147	Monocarboxylic acid transporter
BPPMDLJL_07353	CDS	411				hypothetical protein
BPPMDLJL_07354	CDS	651			COG0586	putative membrane protein
BPPMDLJL_07355	CDS	537	yrdA		COG0663	Protein YrdA
BPPMDLJL_07356	CDS	798	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
BPPMDLJL_07357	CDS	867				hypothetical protein
BPPMDLJL_07358	CDS	573	sutR		COG1396	HTH-type transcriptional regulator SutR
BPPMDLJL_07359	CDS	555				hypothetical protein
BPPMDLJL_07360	CDS	1251	fieF			Ferrous-iron efflux pump FieF
BPPMDLJL_07361	CDS	378				hypothetical protein
BPPMDLJL_07362	CDS	561				hypothetical protein
BPPMDLJL_07363	CDS	672				hypothetical protein
BPPMDLJL_07364	CDS	525				hypothetical protein
BPPMDLJL_07365	CDS	1089	zitB_2			Zinc transporter ZitB
BPPMDLJL_07366	CDS	408	yccU		COG1832	putative protein YccU
BPPMDLJL_07367	CDS	813				hypothetical protein
BPPMDLJL_07368	CDS	555		3.1.3.-	COG2062	putative protein
BPPMDLJL_07369	CDS	1992				hypothetical protein
BPPMDLJL_07370	CDS	627	yigZ		COG1739	IMPACT family member YigZ
BPPMDLJL_07371	CDS	1497	deaD_4	3.6.4.13		ATP-dependent RNA helicase DeaD
BPPMDLJL_07372	CDS	1164	sbcD			Nuclease SbcCD subunit D
BPPMDLJL_07373	CDS	3000				hypothetical protein
BPPMDLJL_07374	CDS	447	lrpC_4		COG1522	HTH-type transcriptional regulator LrpC
BPPMDLJL_07375	CDS	570				hypothetical protein
BPPMDLJL_07376	CDS	225				hypothetical protein
BPPMDLJL_07377	CDS	1692				hypothetical protein
BPPMDLJL_07378	CDS	462				hypothetical protein
BPPMDLJL_07379	CDS	1308	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
BPPMDLJL_07380	CDS	1422				hypothetical protein
BPPMDLJL_07381	CDS	1587				hypothetical protein
BPPMDLJL_07382	CDS	1515	gabR_4		COG1167	HTH-type transcriptional regulatory protein GabR
BPPMDLJL_07383	CDS	570				hypothetical protein
BPPMDLJL_07384	CDS	831			COG0596	putative protein
BPPMDLJL_07385	CDS	885	sigJ_6			ECF RNA polymerase sigma factor SigJ
BPPMDLJL_07386	CDS	762	nagR_2		COG2188	HTH-type transcriptional repressor NagR
BPPMDLJL_07387	CDS	1158	nagC_8		COG1940	N-acetylglucosamine repressor
BPPMDLJL_07388	CDS	663	liaR_7		COG2197	Transcriptional regulatory protein LiaR
BPPMDLJL_07389	CDS	1209				hypothetical protein
BPPMDLJL_07390	CDS	927	bcrA_4			Bacitracin transport ATP-binding protein BcrA
BPPMDLJL_07391	CDS	723				hypothetical protein
BPPMDLJL_07392	CDS	441				hypothetical protein
BPPMDLJL_07393	CDS	441	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
BPPMDLJL_07394	CDS	1440	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
BPPMDLJL_07395	CDS	351				hypothetical protein
BPPMDLJL_07396	CDS	783				hypothetical protein
BPPMDLJL_07397	CDS	1014			COG1253	putative protein
BPPMDLJL_07398	CDS	1347				hypothetical protein
BPPMDLJL_07399	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
BPPMDLJL_07400	CDS	891	fgd_10	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
BPPMDLJL_07401	CDS	2568				hypothetical protein
BPPMDLJL_07402	CDS	885	btuD_29	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BPPMDLJL_07403	CDS	240				hypothetical protein
BPPMDLJL_07404	CDS	375				hypothetical protein
BPPMDLJL_07405	CDS	687	COQ5_12	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BPPMDLJL_07406	CDS	687				hypothetical protein
BPPMDLJL_07407	CDS	2118				hypothetical protein
BPPMDLJL_07408	CDS	717	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
BPPMDLJL_07409	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
BPPMDLJL_07410	CDS	1167	bioB	2.8.1.6		Biotin synthase
BPPMDLJL_07411	CDS	1158	bioF_2	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
BPPMDLJL_07412	CDS	144				hypothetical protein
BPPMDLJL_07413	CDS	852				hypothetical protein
BPPMDLJL_07414	CDS	459				hypothetical protein
BPPMDLJL_07415	CDS	522				hypothetical protein
BPPMDLJL_07416	CDS	474				hypothetical protein
BPPMDLJL_07417	CDS	309				hypothetical protein
BPPMDLJL_07418	CDS	636	clpP2_3	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
BPPMDLJL_07419	CDS	276				hypothetical protein
BPPMDLJL_07420	CDS	270				hypothetical protein
BPPMDLJL_07421	CDS	303	ureA_2	3.5.1.5		Urease subunit gamma
BPPMDLJL_07422	CDS	312	ureB	3.5.1.5	COG0832	Urease subunit beta
BPPMDLJL_07423	CDS	1722	ureC_2	3.5.1.5	COG0804	Urease subunit alpha
BPPMDLJL_07424	CDS	675	ureF			Urease accessory protein UreF
BPPMDLJL_07425	CDS	684	ureG_1		COG0378	Urease accessory protein UreG
BPPMDLJL_07426	CDS	759	ureD			Urease accessory protein UreD
BPPMDLJL_07427	CDS	1596	tap_3	3.4.14.-		Tripeptidyl aminopeptidase
BPPMDLJL_07428	CDS	726				hypothetical protein
BPPMDLJL_07429	CDS	1227	rocD_2	2.6.1.13	COG4992	Ornithine aminotransferase
BPPMDLJL_07430	CDS	822		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
BPPMDLJL_07431	CDS	504	asnC_4		COG1522	Regulatory protein AsnC
BPPMDLJL_07432	CDS	777	lytR		COG3279	Sensory transduction protein LytR
BPPMDLJL_07433	CDS	360				hypothetical protein
BPPMDLJL_07434	CDS	1728	actP		COG4147	Cation/acetate symporter ActP
BPPMDLJL_07435	CDS	1206	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
BPPMDLJL_07436	CDS	159				hypothetical protein
BPPMDLJL_07437	CDS	687				hypothetical protein
BPPMDLJL_07438	CDS	720				hypothetical protein
BPPMDLJL_07439	CDS	267				hypothetical protein
BPPMDLJL_07440	CDS	1422				hypothetical protein
BPPMDLJL_07441	CDS	954			COG3336	putative protein
BPPMDLJL_07442	CDS	1026	pfkA2_2	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 2
BPPMDLJL_07443	CDS	729	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
BPPMDLJL_07444	CDS	1239	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
BPPMDLJL_07445	CDS	561	def_2	3.5.1.88	COG0242	Peptide deformylase
BPPMDLJL_07446	CDS	648				putative HTH-type transcriptional regulator
BPPMDLJL_07447	CDS	1230	acdA_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
BPPMDLJL_07448	CDS	528				hypothetical protein
BPPMDLJL_07449	CDS	1215		1.14.19.69	COG2124	Biflaviolin synthase CYP158A2
BPPMDLJL_07450	CDS	1059		2.3.1.233	COG3424	1,3,6,8-tetrahydroxynaphthalene synthase
BPPMDLJL_07451	CDS	675				hypothetical protein
BPPMDLJL_07452	CDS	240				hypothetical protein
BPPMDLJL_07453	CDS	1395	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
BPPMDLJL_07454	CDS	465				hypothetical protein
BPPMDLJL_07455	CDS	1539	ligB	6.5.1.1	COG1793	DNA ligase B
BPPMDLJL_07456	CDS	975	trxB_3	1.8.1.9	COG0492	Thioredoxin reductase
BPPMDLJL_07457	CDS	621				hypothetical protein
BPPMDLJL_07458	CDS	978		1.3.1.103		2-haloacrylate reductase
BPPMDLJL_07459	CDS	1182		1.3.99.-		Acyl-CoA dehydrogenase FadE34
BPPMDLJL_07460	CDS	1113		1.3.99.-		Acyl-CoA dehydrogenase FadE27
BPPMDLJL_07461	CDS	861				hypothetical protein
BPPMDLJL_07462	CDS	195				hypothetical protein
BPPMDLJL_07463	CDS	1230				hypothetical protein
BPPMDLJL_07464	CDS	369				hypothetical protein
BPPMDLJL_07465	CDS	768	nagR_3		COG2188	HTH-type transcriptional repressor NagR
BPPMDLJL_07466	CDS	1890	iolD_2	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
BPPMDLJL_07467	CDS	906	iolB_2	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
BPPMDLJL_07468	CDS	879				hypothetical protein
BPPMDLJL_07469	CDS	957	iolC_2	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
BPPMDLJL_07470	CDS	1020				hypothetical protein
BPPMDLJL_07471	CDS	1074	frcC_2		COG1172	Fructose import permease protein FrcC
BPPMDLJL_07472	CDS	912	frcA_4	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
BPPMDLJL_07473	CDS	903	iolE_2	4.2.1.44	COG1082	Inosose dehydratase
BPPMDLJL_07474	CDS	1185	iolG_5	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BPPMDLJL_07475	CDS	1017	purR_4		COG1609	HTH-type transcriptional repressor PurR
BPPMDLJL_07476	CDS	360				hypothetical protein
BPPMDLJL_07477	CDS	930				hypothetical protein
BPPMDLJL_07478	CDS	1449	sad	1.2.1.16		Succinate-semialdehyde dehydrogenase
BPPMDLJL_07479	CDS	138				hypothetical protein
BPPMDLJL_07480	CDS	303				hypothetical protein
BPPMDLJL_07481	CDS	1260	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
BPPMDLJL_07482	CDS	1656				hypothetical protein
BPPMDLJL_07483	CDS	1083	sbnA_2	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
BPPMDLJL_07484	CDS	1071	sbnB_2	1.5.1.51	COG2423	N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
BPPMDLJL_07485	CDS	1005				hypothetical protein
BPPMDLJL_07486	CDS	2661				hypothetical protein
BPPMDLJL_07487	CDS	1959				hypothetical protein
BPPMDLJL_07488	CDS	591			COG1309	putative HTH-type transcriptional regulator
BPPMDLJL_07489	CDS	432				hypothetical protein
BPPMDLJL_07490	CDS	1011		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
BPPMDLJL_07491	CDS	528				hypothetical protein
BPPMDLJL_07492	CDS	519				hypothetical protein
BPPMDLJL_07493	CDS	2385				hypothetical protein
BPPMDLJL_07494	CDS	252				hypothetical protein
BPPMDLJL_07495	CDS	435				hypothetical protein
BPPMDLJL_07496	CDS	207				hypothetical protein
BPPMDLJL_07497	CDS	261				hypothetical protein
BPPMDLJL_07498	CDS	1524	thcA	1.2.1.3	COG1012	EPTC-inducible aldehyde dehydrogenase
BPPMDLJL_07499	CDS	1290				hypothetical protein
BPPMDLJL_07500	CDS	600	cwhA	3.5.1.28		N-acetylmuramoyl-L-alanine amidase A
BPPMDLJL_07501	CDS	1239	mlc		COG1940	Protein mlc
BPPMDLJL_07502	CDS	1446	xylB_4	2.7.1.17	COG1070	Xylulose kinase
BPPMDLJL_07503	CDS	1167	xylA_1	5.3.1.5		Xylose isomerase
BPPMDLJL_07504	CDS	669				hypothetical protein
BPPMDLJL_07505	CDS	4554	pikAIII	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA3, module 5
BPPMDLJL_07506	CDS	261				hypothetical protein
BPPMDLJL_07507	CDS	1284	tylN	2.4.1.317		O-mycaminosyltylonolide 6-deoxyallosyltransferase
BPPMDLJL_07508	CDS	1194		1.14.-.-		Cytochrome P450-SU2
BPPMDLJL_07509	CDS	1467	stp_14			Multidrug resistance protein Stp
BPPMDLJL_07510	CDS	1008	iolG_6	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
BPPMDLJL_07511	CDS	822	fabG_11	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BPPMDLJL_07512	CDS	1176				hypothetical protein
BPPMDLJL_07513	CDS	1050				hypothetical protein
BPPMDLJL_07514	CDS	366				hypothetical protein
BPPMDLJL_07515	CDS	1011	ppx1_2	3.6.1.11	COG0248	Exopolyphosphatase 1
BPPMDLJL_07516	CDS	666	prmC_4	2.1.1.297		Release factor glutamine methyltransferase
BPPMDLJL_07517	CDS	210				hypothetical protein
BPPMDLJL_07518	CDS	1023				hypothetical protein
BPPMDLJL_07519	CDS	873	yghA	1.-.-.-		putative oxidoreductase YghA
BPPMDLJL_07520	CDS	831		3.3.2.10		Soluble epoxide hydrolase
BPPMDLJL_07521	CDS	387	yybR_2		COG1733	putative HTH-type transcriptional regulator YybR
BPPMDLJL_07522	CDS	846	glpF_3		COG0580	Glycerol uptake facilitator protein
BPPMDLJL_07523	CDS	1518	glpK_3	2.7.1.30	COG0554	Glycerol kinase
BPPMDLJL_07524	tRNA	75				tRNA-Pro(ggg)
BPPMDLJL_07525	CDS	537				hypothetical protein
BPPMDLJL_07526	CDS	1551	sufS_2	4.4.1.16		Cysteine desulfurase
BPPMDLJL_07527	CDS	1488				hypothetical protein
BPPMDLJL_07528	CDS	798	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
BPPMDLJL_07529	CDS	1416				hypothetical protein
BPPMDLJL_07530	CDS	1338				hypothetical protein
BPPMDLJL_07531	CDS	981				hypothetical protein
BPPMDLJL_07532	CDS	786	glnQ_6			Glutamine transport ATP-binding protein GlnQ
BPPMDLJL_07533	CDS	1026				hypothetical protein
BPPMDLJL_07534	CDS	759				hypothetical protein
BPPMDLJL_07535	CDS	1263				hypothetical protein
BPPMDLJL_07536	CDS	1377	ntaA_4	1.14.14.10		Nitrilotriacetate monooxygenase component A
BPPMDLJL_07537	CDS	147				hypothetical protein
BPPMDLJL_07538	CDS	2220	icd	1.1.1.42	COG2838	Isocitrate dehydrogenase [NADP]
BPPMDLJL_07539	CDS	1110				hypothetical protein
BPPMDLJL_07540	CDS	768	caiD_4	4.2.1.149		Carnitinyl-CoA dehydratase
BPPMDLJL_07541	CDS	1041				hypothetical protein
BPPMDLJL_07542	CDS	1908			COG1132	putative ABC transporter ATP-binding protein
BPPMDLJL_07543	CDS	2172	ponA1_3		COG0744	Penicillin-binding protein 1A
BPPMDLJL_07544	CDS	1227				hypothetical protein
BPPMDLJL_07545	CDS	1149				hypothetical protein
BPPMDLJL_07546	CDS	1611				hypothetical protein
BPPMDLJL_07547	CDS	1338				hypothetical protein
BPPMDLJL_07548	CDS	4200				hypothetical protein
BPPMDLJL_07549	CDS	1338				hypothetical protein
BPPMDLJL_07550	CDS	1209				hypothetical protein
BPPMDLJL_07551	CDS	537				hypothetical protein
BPPMDLJL_07552	CDS	2157				hypothetical protein
BPPMDLJL_07553	CDS	1176	fdhA_2	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
BPPMDLJL_07554	CDS	1122				hypothetical protein
BPPMDLJL_07555	CDS	564	yfkM	3.2.-.-	COG0693	General stress protein 18
BPPMDLJL_07556	CDS	450				putative protein aq_328
BPPMDLJL_07557	CDS	846	yajO_9	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
BPPMDLJL_07558	CDS	1194				hypothetical protein
BPPMDLJL_07559	CDS	978	hdfR_5			HTH-type transcriptional regulator HdfR
BPPMDLJL_07560	CDS	1782				hypothetical protein
BPPMDLJL_07561	CDS	1902	dnaK2			Chaperone protein dnaK2
BPPMDLJL_07562	CDS	612	grpE_2			Protein GrpE
BPPMDLJL_07563	CDS	954	cbpA		COG2214	Curved DNA-binding protein
BPPMDLJL_07564	CDS	408				hypothetical protein
BPPMDLJL_07565	CDS	2640	clpB_2		COG0542	Chaperone protein ClpB
BPPMDLJL_07566	CDS	447				hypothetical protein
BPPMDLJL_07567	CDS	264				hypothetical protein
BPPMDLJL_07568	CDS	1815		1.18.1.2		Ferredoxin--NADP reductase
BPPMDLJL_07569	CDS	363				hypothetical protein
BPPMDLJL_07570	CDS	420	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
BPPMDLJL_07571	CDS	345				hypothetical protein
BPPMDLJL_07572	CDS	711				hypothetical protein
BPPMDLJL_07573	CDS	222				hypothetical protein
BPPMDLJL_07574	CDS	1440	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
BPPMDLJL_07575	CDS	1176				hypothetical protein
BPPMDLJL_07576	CDS	1128				hypothetical protein
BPPMDLJL_07577	CDS	708				hypothetical protein
BPPMDLJL_07578	CDS	1152	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
BPPMDLJL_07579	CDS	1200	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
BPPMDLJL_07580	CDS	2334				hypothetical protein
BPPMDLJL_07581	CDS	1344	tgs1	2.3.1.20		putative diacyglycerol O-acyltransferase tgs1
BPPMDLJL_07582	CDS	1485				hypothetical protein
BPPMDLJL_07583	CDS	255				hypothetical protein
